Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
2007,20.1,23.7,204.926,2.1,99,94,26.9,99,99,1.0512710963760241,8.419800845407588,0.6097655716208942,4.1,3.8,9.3,0,1,0,0,0,0,0,1,0,0
2001,25.7,29.1,143.7555,2.87,69,96,25.7,97,94,1.0832870676749586,7.260522598089852,1.3987168811184478,2.1,2.1,10.7,0,1,0,0,0,0,0,0,1,0
2000,15.6,18.4,177.7395,12.8,90,83,26.9,70,70,1.4918246976412703,9.140775908590273,0.14842000511827322,4.5,4.5,7.0,0,1,0,1,0,0,0,0,0,0
2005,124.1,195.5,471.7,3.65,72,60,22.4,67,65,4.0551999668446745,6.159095388491933,1.8946168546677629,9.3,9.3,2.7,0,1,0,0,0,0,0,0,0,0
2005,49.4,64.6,153.489,0.0004,45,63,20.6,94,93,1.010050167084168,6.646390514847729,4.941928096086465,19.9,2.5,4.5,0,1,1,0,0,0,0,0,0,0
2015,4.7,5.4,65.9695,8.0,55,86,26.9,91,91,1.1051709180756477,10.682743619630342,3.6027767550605247,0.6,0.5,13.1,1,0,0,0,0,0,1,0,0,0
2010,3.1,3.8,64.95,8.94,97,92,26.2,97,97,1.0941742837052104,10.154401900795694,3.8624125048748117,0.6,0.5,9.4,1,0,0,0,1,0,0,0,0,0
2005,2.6,3.2,58.873,7.05,88,90,25.8,95,95,1.030454533953517,10.79655059829098,0.26236426446749106,0.9,0.9,10.0,1,0,0,0,0,0,0,0,1,0
2010,28.6,34.8,177.598,2.03,94,83,26.0,94,94,1.0832870676749586,8.19063168090354,2.725235025856311,1.3,1.3,4.9,0,1,0,1,0,0,0,0,0,0
2010,18.3,22.9,131.235,2.26,88,65,21.0,94,93,1.1853048513203654,7.6093665379542115,4.488299234256676,14.5,15.4,7.5,0,1,1,0,0,0,0,0,0,0
2006,24.1,28.9,190.4555,1.01,99,65,25.4,99,99,1.1853048513203654,7.534762657037537,0.3920420877760237,1.3,1.3,4.9,0,1,0,0,0,0,0,1,0,0
2005,17.8,20.0,84.4915,4.98,98,97,25.6,97,98,1.030454533953517,7.892452043520352,1.3887912413184778,1.8,1.8,9.1,0,1,0,0,0,0,0,0,1,0
2005,9.1,10.6,77.801,1.92,98,99,25.3,98,98,1.0512710963760241,10.014357861367552,0.6365768290715511,6.1,5.9,8.4,0,1,0,0,0,1,0,0,0,0
2007,7.6,8.9,98.8885,7.39,92,95,27.2,95,96,1.1735108709918103,9.319105086767571,2.863913698933143,0.9,0.9,9.4,0,1,0,0,0,0,0,0,0,1
2006,8.4,9.7,128.5365,10.38,90,96,25.8,90,90,1.030454533953517,8.600982717145921,0.4824261492442928,2.2,2.2,10.7,0,1,0,0,0,0,0,0,1,0
2012,4.4,5.2,98.132,10.58,98,97,26.9,96,96,1.0202013400267558,9.354267540782825,1.6620303625532709,1.5,1.5,11.0,1,0,0,0,1,0,0,0,0,0
2005,12.5,14.4,117.821,6.26,96,92,26.3,96,96,1.2092495976572515,9.227295812625597,1.463255402256019,1.6,1.6,8.0,0,1,0,0,0,0,0,0,0,1
2010,10.5,12.4,143.7705,10.01,98,93,26.0,94,94,1.0408107741923882,8.939449862164238,3.056356895370426,3.0,3.2,10.7,1,0,0,0,1,0,0,0,0,0
2008,7.0,8.1,122.2765,10.89,93,96,25.9,95,95,1.030454533953517,8.733432966413652,0.4824261492442928,2.1,2.1,10.9,0,1,0,0,0,0,0,0,1,0
2008,3.0,3.7,104.5205,13.65,99,98,26.7,99,99,1.0832870676749586,9.743788173778453,2.431857428698185,1.9,2.0,12.2,1,0,0,0,1,0,0,0,0,0
2009,17.2,19.2,139.3615,3.97,93,96,26.0,94,93,1.0832870676749586,7.9672801789422,1.358409157630355,2.0,2.1,11.1,0,1,0,0,0,0,0,0,1,0
2003,7.3,8.8,144.053,10.23,99,97,25.6,98,99,1.010050167084168,9.22808205345234,1.851599469584072,1.5,1.6,10.4,1,0,0,0,1,0,0,0,0,0
2015,20.2,23.5,70.9135,0.39,99,95,25.9,99,99,1.030454533953517,7.964155718840937,3.574029612434994,6.4,6.2,5.0,0,1,0,0,0,0,0,0,0,0
2006,50.6,85.2,233.387,0.37,89,33,22.5,89,89,1.5219615556186337,7.030857476116121,2.5160822672564502,11.2,11.1,2.4,0,1,0,0,0,0,0,0,0,0
2013,30.1,39.3,384.094,7.21,73,50,27.1,79,73,2892.857364220396,8.746080217357513,4.001680877358681,5.4,6.5,9.9,0,1,0,0,0,0,0,0,0,0
2009,17.5,20.5,122.8365,6.14,85,76,26.4,85,85,1.4918246976412703,9.194312610898985,1.5216989981260935,2.0,1.9,9.3,0,1,0,1,0,0,0,0,0,0
2000,4.5,5.5,124.38,13.9,92,98,26.5,98,98,1.0832870676749586,9.418410893792872,2.421256622711544,2.3,2.3,10.6,1,0,0,0,1,0,0,0,0,0
2015,17.3,19.3,140.815,2.59,99,99,26.7,99,99,1.1502737988572274,7.9211727215870145,3.475067230228611,3.0,3.1,11.4,0,1,1,0,0,0,0,0,0,0
2003,69.8,119.2,615.708,5.62,90,99,25.7,87,85,604553060.4910185,7.887208585813932,0.7030975114131134,8.2,8.4,3.4,0,1,0,0,0,0,0,0,0,0
2008,11.9,13.8,97.655,0.082,98,98,27.9,98,98,1.1388283833246218,9.858437883982404,3.2917544702807735,7.2,7.3,8.3,0,1,0,0,0,1,0,0,0,0
2009,64.2,78.8,279.1605,0.47,89,82,23.8,89,89,1.6160744021928934,7.145196134997171,0.6043159668533296,5.7,5.6,3.9,0,1,0,0,0,0,0,0,0,0
2000,14.2,16.5,130.341,0.38,99,99,25.4,99,99,1.0512710963760241,9.934307694876015,1.184789984909162,7.2,6.9,5.3,0,1,0,0,0,1,0,0,0,0
2002,6.9,8.2,114.049,8.33,88,86,27.8,90,94,1.1388283833246218,10.801532844068934,5.665145591041283,0.8,0.6,12.7,1,0,0,0,0,0,1,0,0,0
2012,14.2,16.5,176.378,8.3,94,92,26.8,92,92,1.4769807938826427,7.772752716468742,1.3506671834767394,2.7,2.9,11.4,0,1,0,0,0,0,0,0,1,0
2001,8.7,10.3,106.8675,6.1,94,96,26.7,96,97,1.1502737988572274,9.074291527512907,2.804571768092832,1.0,1.0,9.0,0,1,0,0,0,0,0,0,0,1
2001,45.3,58.5,266.119,2.18,95,95,24.4,95,95,1.010050167084168,7.393263094763838,1.2296405510745139,2.5,2.6,8.3,0,1,1,0,0,0,0,0,0,0
2006,24.5,29.3,158.8465,5.92,92,61,25.6,98,98,1.1735108709918103,8.306472160100585,1.9329696377795786,2.2,2.2,7.1,0,1,0,0,0,0,0,0,0,1
2001,24.5,27.7,191.866,4.7,86,80,26.0,91,91,1.4918246976412703,9.312445594913337,0.8197798314933114,6.6,7.1,9.3,0,1,0,1,0,0,0,0,0,0
2007,32.2,39.7,220.828,5.73,94,90,25.4,94,94,2.0959355144943643,8.39931015075952,0.5596157879354227,5.7,5.5,8.0,0,1,0,0,0,0,0,0,0,1
2002,96.1,174.7,318.8575,0.61,78,64,21.8,65,61,2.509290389936298,6.464588303689961,2.5352828571130672,1.5,1.5,1.4,0,1,0,0,0,0,0,0,0,0
2015,36.1,50.3,238.5125,8.06,80,64,25.2,79,80,2.9742740725630656,8.90734159541251,1.0818051703517284,6.1,5.9,8.1,0,1,0,0,0,0,0,0,0,0
2005,67.0,108.1,221.8,0.014,42,64,24.2,71,71,1.4477346146633245,7.22983877815125,1.3912819026309295,9.8,9.6,3.4,0,1,0,0,0,0,0,0,0,0
2008,5.5,6.5,166.717,11.75,88,99,26.6,99,99,1.0832870676749586,9.387481868728596,2.401525040848949,1.9,1.9,11.5,1,0,0,0,1,0,0,0,0,0
2003,74.7,93.6,317.1835,0.52,88,82,23.6,68,68,3.1899332761161845,6.709304340258298,0.5653138090500605,6.1,5.9,3.5,0,1,0,0,0,0,0,0,0,0
2015,16.4,19.1,141.554,6.21,87,83,26.7,87,87,1.4918246976412703,9.759559443729044,3.436564525499447,1.6,1.5,10.1,0,1,0,0,0,0,0,0,0,1
2000,101.5,187.4,328.1605,0.58,78,64,21.5,53,43,2.915379499976997,6.35088571671474,2.4807312783775197,11.0,1.9,1.2,0,1,0,0,0,0,0,0,0,0
2001,70.5,108.8,605.593,2.85,79,46,24.1,78,78,41866644.756578766,6.606650186198215,1.1118575154181303,11.1,11.1,5.0,0,1,0,0,0,0,0,0,0,0
2007,9.6,11.7,142.994,8.11,97,78,25.8,98,99,1.1051709180756477,9.801620926132557,0.0769610411361284,3.4,3.3,9.2,0,1,0,1,0,0,0,0,0,0
2011,6.1,7.2,105.032,8.66,91,86,28.6,94,96,1.1388283833246218,10.885491115775624,5.744860436414047,0.7,0.6,13.3,1,0,0,0,0,0,1,0,0,0
2000,30.3,37.0,171.706,2.47,93,83,24.8,88,94,1.6989323086185506,7.490529402060711,2.0241930674493576,2.8,2.7,4.3,0,1,0,1,0,0,0,0,0,0
2005,4.4,5.2,77.6135,13.06,95,86,26.8,90,90,1.0618365465453596,10.807361514395195,1.6409365794934714,0.3,0.2,11.7,1,0,0,0,1,0,0,0,0,0
2011,4.9,5.7,126.5725,10.24,98,95,26.2,96,99,1.0832870676749586,9.338733586744581,3.665098925448533,2.0,2.2,12.3,1,0,0,0,1,0,0,0,0,0
2006,4.0,4.8,86.023,10.94,94,78,25.8,99,98,1.0832870676749586,10.575130158308562,2.446685436967803,0.8,0.8,11.1,1,0,0,0,1,0,0,0,0,0
2012,29.4,35.9,213.861,5.72,97,90,26.0,97,97,1.8404313987816374,8.582980931954241,0.5653138090500605,5.6,5.3,8.3,0,1,0,0,0,0,0,0,0,1
2005,55.9,84.8,263.646,0.74,81,64,20.9,80,85,1.0618365465453596,6.156978985585555,2.9621754900251482,8.1,8.0,5.6,0,1,0,0,0,0,0,0,0,0
2015,6.5,7.6,66.684,1.53,98,99,24.8,98,98,1.0512710963760241,10.02725265987006,0.8628899551470398,6.2,6.1,9.3,0,1,0,0,0,1,0,0,0,0
2015,27.4,33.1,209.372,5.48,95,95,26.3,92,95,1.803988415397857,8.626585568187433,0.5709795465857378,5.5,5.3,8.4,0,1,0,0,0,0,0,0,0,1
2005,3.3,4.6,91.6715,12.88,35,65,25.0,98,98,1.1162780704588713,10.469227407179512,4.161691635681711,0.6,0.6,10.4,1,0,0,0,1,0,0,0,0,0
2003,24.8,29.8,140.524,4.21,66,96,23.6,93,92,1.4769807938826427,7.653020413804189,0.371563556432483,8.9,8.9,4.0,0,1,0,0,0,0,0,0,0,0
2013,14.2,16.5,134.4545,3.16,93,71,27.4,86,93,1.7160068621848585,8.493924564476883,1.3506671834767394,1.8,1.7,9.4,0,1,0,1,0,0,0,0,0,0
2010,9.3,10.7,111.704,5.99,95,92,26.7,95,95,1.2712491503214047,9.50554408582681,1.4724720573609429,1.5,1.5,8.4,0,1,0,0,0,0,0,0,0,1
2009,3.6,4.2,85.8135,10.08,88,85,25.3,89,89,1.0408107741923882,10.82889658605481,1.8748743759385615,1.1,0.9,12.7,1,0,0,0,1,0,0,0,0,0
2008,2.9,3.6,94.189,10.94,88,98,25.9,97,97,1.030454533953517,10.012252267327517,1.1052568313867783,1.7,1.7,11.9,1,0,0,0,1,0,0,0,0,0
2008,81.1,140.2,289.566,0.58,74,64,22.4,74,74,1.858928041846342,6.56244409369372,2.715356776284648,9.2,9.0,1.9,0,1,0,0,0,0,0,0,0,0
2000,10.7,12.5,88.5395,1.97,97,92,25.5,97,97,1.0512710963760241,10.053845334124684,0.506817602368452,6.2,6.0,8.3,0,1,0,0,0,1,0,0,0,0
2009,6.6,7.5,104.296,4.69,90,88,25.3,90,90,1.0832870676749586,8.301273485191347,1.556037135706985,2.7,2.7,7.7,0,1,0,0,0,0,0,0,1,0
2013,13.8,15.8,143.8315,7.81,97,85,26.7,98,97,1.4918246976412703,8.995660899074103,0.10436001532424286,3.8,3.8,8.5,0,1,0,1,0,0,0,0,0,0
2003,43.1,76.1,558.1195,5.63,90,83,23.8,96,96,3078644.621065002,8.480114183174816,1.0043016091968684,1.9,1.8,8.0,0,1,0,0,0,0,0,0,0,0
2004,78.2,124.4,275.3955,1.25,75,83,22.5,74,72,2.3163669767810915,6.863803391452954,2.169053700369523,8.9,8.8,2.7,0,1,0,0,0,0,0,0,0,0
2004,4.4,5.2,67.614,10.54,88,71,24.9,95,93,1.0941742837052104,11.226762238487717,2.127040520479115,0.6,0.4,11.9,1,0,0,0,0,0,0,0,1,0
2009,22.6,26.9,153.271,6.06,85,77,25.9,82,85,1.161834242728283,8.37816098272068,1.9685099809725544,2.1,2.0,7.0,0,1,0,0,0,0,0,0,0,1
2003,50.4,91.6,703.0,1.96,70,64,23.4,70,68,28853.88716648863,7.163946684342547,2.563409711275944,9.8,9.9,6.8,0,1,0,0,0,0,0,0,0,0
2007,31.1,38.1,187.6105,0.15,56,64,27.7,74,57,1.1388283833246218,8.196436811235028,3.364187556028255,5.4,5.1,6.1,0,1,0,0,0,1,0,0,0,0
2004,49.4,77.7,501.4985,7.2,76,51,26.5,73,74,113550.16492766769,8.589513852995864,3.8772244998854504,12.6,15.0,8.8,0,1,0,0,0,0,0,0,0,0
2011,8.1,10.1,238.2245,10.75,97,97,26.1,97,97,1.0832870676749586,9.118773178450692,4.96953548321083,2.3,2.4,11.6,0,1,0,0,0,0,0,0,1,0
2009,70.9,111.3,257.297,1.26,79,83,23.0,80,79,1.7332530178673953,6.904750769961838,2.2965670206684825,7.9,7.8,2.8,0,1,0,0,0,0,0,0,0,0
2006,4.7,5.6,65.59,10.31,95,87,26.7,92,92,1.0512710963760241,10.83858041137288,3.077312260546414,0.7,0.6,11.9,1,0,0,0,0,0,0,1,0,0
2003,26.6,32.1,165.7915,2.87,91,83,25.2,92,92,1.336427488025472,7.52131798019924,2.0930978681273213,2.6,2.5,4.6,0,1,0,1,0,0,0,0,0,0
2006,2.8,3.4,63.6035,6.81,60,95,25.6,98,98,1.0832870676749586,10.77616071925456,2.3105532626432224,1.3,1.3,12.4,1,0,0,0,1,0,0,0,0,0
2006,53.9,81.3,261.1205,0.59,82,64,20.9,83,85,1.0832870676749586,6.180016653652572,2.989714201228428,8.0,7.9,5.7,0,1,0,0,0,0,0,0,0,0
2004,77.9,98.1,182.265,0.014,65,33,22.9,67,65,1.1388283833246218,7.029972911706386,5.060440815631762,21.4,21.8,4.3,0,1,1,0,0,0,0,0,0,0
2015,4.2,5.1,131.7765,10.95,88,99,27.2,99,99,1.0832870676749586,9.45108805723875,2.3832429960115,1.6,1.6,11.8,1,0,0,0,1,0,0,0,0,0
2008,21.9,24.7,257.3335,3.42,99,99,25.9,99,99,1.1051709180756477,9.054388070202297,2.8201877010390604,2.4,2.5,11.5,0,1,1,0,0,0,0,0,0,0
2000,17.5,19.6,139.3255,7.68,73,56,26.1,88,83,1.1735108709918103,9.280985211545515,3.634159241913703,1.2,1.1,9.1,0,1,0,0,0,0,0,0,0,1
2007,10.9,12.3,112.9495,3.84,96,97,26.1,96,95,1.0832870676749586,8.2987883944492,1.1118575154181303,2.4,2.5,8.5,0,1,0,0,0,0,0,0,1,0
2011,56.7,86.2,291.222,1.12,85,64,23.2,85,85,2.6379444593541526,6.218600119691729,2.028148247292285,7.1,7.0,4.4,0,1,0,0,0,0,0,0,0,0
2011,8.3,9.7,65.846,1.3,81,70,27.2,79,81,1.030454533953517,9.077380244719953,1.824549292051046,4.7,4.7,8.0,0,1,0,0,0,1,0,0,0,0
2010,9.0,10.8,142.4175,9.82,95,96,26.0,94,94,1.030454533953517,8.768574284141687,2.128231705849268,2.0,2.0,10.6,1,0,0,0,1,0,0,0,0,0
2004,9.9,11.4,133.3415,10.12,91,95,25.6,92,91,1.0202013400267558,8.480529207044645,0.47623417899637155,2.3,2.4,10.4,0,1,0,0,0,0,0,0,1,0
2014,6.8,8.0,123.1955,0.54,96,99,25.5,97,97,1.161834242728283,9.169726689090886,3.429784838514068,7.6,7.4,10.1,0,1,1,0,0,0,0,0,0,0
2015,6.9,8.2,136.0675,10.89,92,87,26.4,91,91,1.030454533953517,8.864464055279676,2.1016921506146558,1.9,1.8,11.8,1,0,0,0,1,0,0,0,0,0
2008,3.2,4.0,89.2665,11.47,97,95,25.8,97,97,1.1853048513203654,9.902837341194541,2.4475508632442313,0.7,0.5,7.8,1,0,0,0,1,0,0,0,0,0
2014,52.2,78.3,275.155,1.25,87,64,23.4,82,87,2.0544332106438876,6.318968113746434,2.096790180014449,6.6,6.4,4.7,0,1,0,0,0,0,0,0,0,0
2001,118.2,198.4,361.129,1.94,67,64,21.8,28,38,3.896193301795215,7.521859252201629,2.8875901149342877,1.7,1.7,4.4,0,1,0,0,0,0,0,0,0,0
2008,61.3,83.2,271.8455,3.49,60,83,24.3,64,63,2.585709659315846,7.200424892944957,2.365559892155434,4.2,4.2,4.6,0,1,0,1,0,0,0,0,0,0
2009,70.3,126.9,285.488,5.52,92,31,21.7,91,92,1.4190675485932571,6.318968113746434,2.7813006628418027,9.3,8.8,1.4,0,1,0,0,0,0,0,0,0,0
2001,135.6,219.4,519.6305,3.98,71,60,22.1,38,38,4.806648193775178,5.8998973535824915,1.749199854809259,1.1,1.2,2.4,0,1,0,0,0,0,0,0,0,0
2011,103.8,153.8,417.623,3.41,89,60,22.6,88,89,2.7731947639642978,6.324358962381311,2.0228711901914416,8.1,8.0,3.1,0,1,0,0,0,0,0,0,0,0
2006,61.6,104.2,508.1255,1.94,99,64,22.2,99,99,399.41460992710995,5.69035945432406,2.6369121732688705,7.3,7.1,3.6,0,1,0,0,0,0,0,0,0,0
2008,15.4,17.2,177.359,7.27,89,87,26.6,90,92,1.1162780704588713,8.000014093678072,1.5789787049493917,2.6,2.8,12.2,0,1,0,0,0,0,0,0,1,0
2000,112.4,170.4,436.473,0.65,76,64,21.6,69,70,33.11545195869231,5.69035945432406,2.9290581402859983,4.2,4.1,2.2,0,1,0,0,0,0,0,0,0,0
2009,7.6,8.9,75.597,1.76,93,93,27.9,94,93,1.1388283833246218,10.451059677269122,2.188295946591918,5.1,4.9,9.7,0,1,0,0,0,1,0,0,0,0
2000,70.0,106.9,568.77,3.09,79,48,24.0,82,83,130907300.3813574,6.573680166960646,1.1085626195212777,11.5,11.6,4.9,0,1,0,0,0,0,0,0,0,0
2005,5.7,7.2,186.7535,16.58,95,98,25.8,96,96,1.0832870676749586,9.590966190070702,0.8544153281560676,2.1,2.2,12.1,1,0,0,0,1,0,0,0,0,0
2000,14.8,17.0,126.459,7.11,92,93,25.9,92,90,1.1972173631218102,9.218705288307811,1.463255402256019,1.8,1.7,8.0,0,1,0,0,0,0,0,0,0,1
2001,42.3,50.1,146.7395,0.45,84,91,24.7,93,96,1.0618365465453596,7.534228326274089,3.40552135314221,6.7,6.5,3.5,0,1,0,0,0,0,0,0,0,0
2014,55.2,73.6,231.978,0.01,62,44,23.2,62,62,1.030454533953517,6.338594078203183,3.5371840908617425,17.5,17.5,3.5,0,1,1,0,0,0,0,0,0,0
2002,71.3,98.9,262.1635,3.35,48,65,21.3,55,53,1.161834242728283,6.92461239604856,1.8702625307159986,1.3,1.4,4.0,0,1,1,0,0,0,0,0,0,0
2004,19.1,21.5,85.3885,4.42,99,96,25.5,98,97,1.0202013400267558,7.833203948641057,1.3937663759585914,1.8,1.9,9.1,0,1,0,0,0,0,0,0,1,0
2012,45.4,58.6,201.0735,1.24,58,80,22.3,87,84,1.3771277643359572,6.925595197110468,3.959097412814075,13.0,13.2,4.5,0,1,1,0,0,0,0,0,0,0
2000,7.2,8.3,122.7795,13.24,96,98,25.6,94,93,1.010050167084168,9.08330213880546,1.6992786164338898,2.1,2.1,9.4,1,0,0,0,1,0,0,0,0,0
2013,23.9,30.5,202.9915,4.61,89,54,22.9,85,89,1.0725081812542165,7.916078096302786,4.603869340255043,1.0,9.7,9.1,0,1,1,0,0,0,0,0,0,0
2001,30.0,36.7,183.8285,2.83,81,65,28.8,79,75,1.1853048513203654,7.994632311431825,0.10436001532424286,0.3,0.2,5.1,0,1,0,0,0,0,0,1,0,0
2013,3.5,4.1,72.3825,9.44,88,86,25.3,94,94,1.0408107741923882,10.855782291044472,1.888583653863595,1.1,0.9,13.2,1,0,0,0,1,0,0,0,0,0
2015,42.8,50.2,149.7365,0.41,76,64,21.2,75,76,1.1051709180756477,7.195937226475569,0.7884573603642703,1.9,11.1,4.5,0,1,0,0,0,0,0,1,0,0
2006,16.7,19.6,150.5335,3.35,97,88,26.4,99,95,1.9937155332430823,8.568076401730806,1.3217558399823195,1.9,1.7,8.3,0,1,0,1,0,0,0,0,0,0
2008,13.7,15.3,126.9785,8.42,90,88,26.9,94,93,1.161834242728283,9.49642116306099,3.7155213850603572,1.0,0.9,8.9,0,1,0,0,0,0,0,0,0,1
2003,6.3,7.2,61.136,6.54,89,59,27.0,94,94,1.0832870676749586,9.7840281124988,0.3364722366212129,0.7,0.7,8.5,1,0,0,0,1,0,0,0,0,0
2006,74.5,116.5,592.0125,2.77,91,80,24.4,88,89,9435596.907316456,6.774223886357614,1.095273387402595,8.8,8.7,5.4,0,1,0,0,0,0,0,0,0,0
2012,8.2,9.6,61.6325,0.0,98,99,29.2,98,98,1.1388283833246218,10.417986421668415,1.4701758451005926,3.4,3.3,7.2,0,1,0,0,0,1,0,0,0,0
2014,5.2,6.4,108.859,10.26,97,97,26.3,97,97,1.010050167084168,9.651687291972113,1.8594181177018698,1.2,1.2,12.3,1,0,0,0,1,0,0,0,0,0
2003,60.2,92.4,268.6985,0.83,61,64,20.8,65,66,1.0408107741923882,6.118097198041348,2.905807566026004,8.3,8.3,5.4,0,1,0,0,0,0,0,0,0,0
2011,81.3,109.9,277.445,4.19,74,64,21.6,77,74,1.632316219955379,6.037870919922137,4.215972050343799,1.2,1.0,5.6,0,1,0,0,0,0,0,0,0,0
2009,38.3,48.3,181.972,0.22,89,65,21.7,93,89,1.1853048513203654,6.55250788703459,3.327909585892323,16.9,17.4,3.2,0,1,1,0,0,0,0,0,0,0
2012,8.6,9.9,90.369,3.17,91,95,27.0,90,91,1.1972173631218102,9.300729371703863,1.7387102481382397,1.8,1.7,8.5,0,1,0,1,0,0,0,0,0,0
2002,32.4,37.8,131.915,0.36,81,93,24.4,86,86,1.010050167084168,8.101374671228582,3.492256112609122,6.3,6.2,6.3,0,1,0,0,0,0,0,0,0,0
2012,2.6,3.1,54.618,10.58,96,88,26.8,99,99,1.0618365465453596,10.094851437314311,0.7608058290337599,0.9,1.0,11.8,1,0,0,0,1,0,0,0,0,0
2003,68.4,94.4,298.3365,3.56,60,83,23.7,56,53,3.6692966676192444,7.173958319756794,2.2925347571405443,4.5,4.6,4.1,0,1,0,1,0,0,0,0,0,0
2000,25.0,29.9,111.903,1.2,94,98,25.1,97,97,1.010050167084168,7.966239776559467,2.3711778844596574,6.6,6.5,4.9,0,1,0,0,0,0,0,0,0,0
2009,27.8,31.6,206.2885,5.98,96,65,25.7,96,95,1.2336780599567432,6.890609120147166,1.8531680973566984,3.3,3.4,10.4,0,1,1,0,0,0,0,0,0,0
2010,33.0,41.6,200.5385,3.37,91,83,25.8,90,91,1.1853048513203654,7.83002808253384,2.402430427963762,1.2,1.1,7.8,0,1,0,0,0,0,0,0,0,1
2009,81.7,115.3,332.154,7.2,46,64,23.4,59,43,80.64041898047698,9.674514542898361,0.6418538861723947,9.2,9.2,5.5,0,1,0,0,0,0,0,0,0,0
2003,29.0,35.2,180.9535,3.16,89,65,28.9,88,92,1.1853048513203654,8.01829613851552,0.10436001532424286,0.2,0.2,5.5,0,1,0,0,0,0,0,1,0,0
2014,2.4,2.9,54.481,7.2,67,95,26.0,97,98,1.0832870676749586,10.81689412923042,2.3702437414678603,1.5,1.3,12.3,1,0,0,0,1,0,0,0,0,0
2001,93.7,215.2,290.6955,0.093,72,64,20.9,42,36,1.552707218511336,6.025865973825314,2.545531271604435,12.7,12.7,1.1,0,1,0,0,0,0,0,0,0,0
2003,16.2,18.9,189.8,6.07,96,92,23.1,98,98,1.5999941932173602,8.303752415563412,4.182813210209709,9.1,9.3,6.7,0,1,1,0,0,0,0,0,0,0
2010,2.3,2.8,58.746,1.84,96,96,23.5,96,96,1.1162780704588713,10.794542524342022,1.8050046959780757,2.1,2.1,11.2,0,1,1,0,0,0,0,0,0,0
2001,106.1,161.0,440.8905,0.65,76,64,21.7,72,73,33.11545195869231,5.7745515455444085,2.9559514035421466,4.1,4.0,2.4,0,1,0,0,0,0,0,0,0,0
2011,11.1,12.9,140.5855,0.93,82,99,31.9,99,82,1.1853048513203654,8.304989580140361,0.09531017980432493,0.1,0.1,10.9,0,1,0,0,0,0,0,1,0,0
2008,61.4,94.4,318.7475,1.44,82,64,22.9,80,81,4.263114515168817,6.124683390894205,1.9572739077056285,7.7,7.6,4.3,0,1,0,0,0,0,0,0,0,0
2001,12.3,15.1,154.2495,6.85,96,60,25.2,99,97,1.1051709180756477,9.489561753510097,0.0769610411361284,3.6,3.5,8.9,0,1,0,1,0,0,0,0,0,0
2013,69.1,97.0,407.6445,1.22,80,64,23.6,79,80,2.3163669767810915,7.478734825567875,3.139399623366404,5.8,5.7,4.7,0,1,0,0,0,0,0,0,0,0
2006,104.8,158.3,514.5715,1.7,45,64,22.1,47,51,14.73167592044257,6.148468295917647,1.6331544390514163,9.6,9.6,3.3,0,1,0,0,0,0,0,0,0,0
2007,3.6,4.2,61.3625,8.37,97,84,25.7,97,97,1.0832870676749586,10.436524664667338,4.084967400409504,0.5,0.5,9.4,1,0,0,0,1,0,0,0,0,0
2010,11.9,13.9,76.243,1.58,97,96,24.6,97,96,1.1853048513203654,9.050523670522297,0.3148107398400336,14.0,14.1,4.9,0,1,1,0,0,0,0,0,0,0
2005,33.6,41.7,189.8835,0.059,65,23,22.1,79,72,1.2336780599567432,7.696212639346407,5.426226735170068,1.9,1.9,7.4,0,1,1,0,0,0,0,0,0,0
2007,7.7,9.5,91.9455,0.83,97,92,26.0,95,99,1.1051709180756477,10.464987279030074,0.3148107398400336,6.2,5.7,8.6,0,1,1,0,0,0,0,0,0,0
2014,13.7,16.0,172.978,7.4,92,92,26.9,92,90,1.4333294145603401,7.908754738783246,1.3506671834767394,2.7,2.8,11.6,0,1,0,0,0,0,0,0,1,0
2009,85.9,138.3,379.9755,10.58,63,64,22.9,66,63,2.203396426255937,7.734996194022781,5.045487504863466,11.7,11.6,5.2,0,1,0,0,0,0,0,0,0,0
2002,79.2,131.6,507.0355,11.64,57,64,21.3,57,57,74.44048894034542,6.320768294250582,3.2646137165420543,6.8,6.8,4.2,0,1,0,0,0,0,0,0,0,0
2002,27.8,36.2,213.186,4.39,42,19,22.3,77,79,1.010050167084168,7.537430036586509,4.411221292953157,1.0,9.7,7.9,0,1,1,0,0,0,0,0,0,0
2006,53.4,95.0,653.918,2.35,68,64,23.5,71,70,6502.877173346872,6.9957661563048505,2.5771819258971713,8.6,8.6,6.8,0,1,0,0,0,0,0,0,0,0
2011,60.5,82.0,239.043,0.11,83,64,23.9,85,83,1.0202013400267558,7.113956109566034,0.5364933705145685,7.0,6.8,4.4,0,1,0,0,0,0,0,0,0,0
2004,42.7,74.4,496.836,1.89,83,64,23.3,81,81,10829.184098589138,8.201934351194222,1.0681530811834012,13.7,13.7,5.9,0,1,0,0,0,0,0,0,0,0
2008,16.1,18.8,132.4335,0.011,98,97,27.4,98,98,1.0941742837052104,9.532061486651386,1.9544450515051506,5.5,5.4,7.0,0,1,0,0,0,0,0,0,0,0
